"Ｋ-06 一般ガス事業ガス販売量_新宮ガス（株）_　都市ガス（天然ガス13Ａ）販売量_ 医療用","千ｍ3","","","","","","","","","","","80.0","84.0","82.0","78.0","77.0","74.0","58.0","56.0","54.0","53.0","45.0","39.0","43.0","44.0","",""
"Ｋ-06 一般ガス事業ガス販売量_新宮ガス（株）_　都市ガス（天然ガス13Ａ）販売量_ 家庭用","千ｍ3","","","","","","","","","","","1157.0","1191.0","1157.0","1134.0","1131.0","1109.0","1065.0","1080.0","1060.0","1005.0","1014.0","975.0","923.0","861.0","",""
"Ｋ-06 一般ガス事業ガス販売量_新宮ガス（株）_　都市ガス（天然ガス13Ａ）販売量_ 公  用","千ｍ3","","","","","","","","","","","56.0","59.0","54.0","49.0","47.0","48.0","54.0","55.0","59.0","59.0","60.0","52.0","49.0","47.0","",""
"Ｋ-06 一般ガス事業ガス販売量_新宮ガス（株）_　都市ガス（天然ガス13Ａ）販売量_ 自家消費量","千ｍ3","","","","","","","","","","","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","2.0","6.0","7.0","6.0","6.0","6.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_事業数","","34(3)","34(3)","34(3)","34(3)","34(3)","34(3)","34(3)","34(3)","31.0","31.0","31.0","31.0","31.0","31.0","31.0","31.0","31.0","30.0","30.0","30.0","26.0","26.0","26.0","26.0","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_計画給水人口","人","1154380.0","1098740.0","1091340.0","1090740.0","1087140.0","1083390.0","1106590.0","1110785.0","1111190.0","1111190.0","1111090.0","1116940.0","1119840.0","1122965.0","1119105.0","1114856.0","1124370.0","1107080.0","1104566.0","1102499.0","1100616.0","1099531.0","1102619.0","1106264.0","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_現在給水人口","人","896692.0","899098.0","900918.0","902558.0","909374.0","913230.0","916591.0","918980.0","922936.0","929593.0","937745.0","939585.0","936979.0","937710.0","936368.0","934476.0","933309.0","918854.0","913997.0","910123.0","913232.0","912154.0","907379.0","907589.0","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_管路延長","千ｍ","","","","","","","","","3609.0","3762.0","3854.0","3933.0","4003.0","4067.0","4122.0","4197.0","4316.35","4329.0","4085.0","4572.0","4869.0","4931.0","5076.0","5372.0","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_年間総配水量","千ｍ3","","","","","","","","","160668.0","163837.0","162701.0","162313.0","162541.0","176775.0","171589.0","167353.0","164175.0","160246.0","156623.0","155062.0","153400.0","150462.0","149185.0","145430.0","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_年間総有収水量","千ｍ3","","","","","","","","","126838.0","134613.0","129941.0","129571.0","130788.0","131317.0","130117.0","128564.0","126545.0","124668.0","122570.0","122745.0","122596.0","12120.0","120646.0","117705.0","",""
"Ｋ-07 上水道等の現況（年度末）_上水道_日最大配水量","ｍ3","","","","","","","","","552070.0","558040.0","589905.0","576801.0","566291.0","613529.0","588441.0","576290.0","570739.0","557971.0","533676.0","534058.0","","","","","",""
"Ｋ-07 上水道等の現況（年度末）_簡易水道_事業数","","145.0","145.0","145.0","145.0","145.0","148.0","145.0","150.0","149.0","157.0","148.0","149.0","151.0","155.0","157.0","158.0","154.0","159.0","159.0","150.0","136.0","134.0","134.0","131.0","",""
"Ｋ-07 上水道等の現況（年度末）_簡易水道_計画給水人口","人","130440.0","131080.0","131100.0","132234.0","132619.0","136504.0","131251.0","135953.0","138333.0","112782.0","140772.0","140002.0","141499.0","143349.0","143401.0","143072.0","139786.0","144741.0","145747.0","145400.0","128634.0","129041.0","129634.0","128034.0","",""
"Ｋ-07 上水道等の現況（年度末）_簡易水道_現在給水人口","人","97715.0","97436.0","99651.0","98736.0","101389.0","99974.0","100336.0","101852.0","102552.0","102175.0","105027.0","104918.0","104818.0","105952.0","107198.0","107110.0","106193.0","109986.0","110738.0","109748.0","96526.0","95743.0","95634.0","94297.0","",""
"Ｋ-07 上水道等の現況（年度末）_簡易水道_実績年間給水量","千ｍ3","","","","","","","","","11867.0","12540.0","12735.0","12831.0","13029.0","13576.0","14817.0","13704.0","14095.7","15071.0","15337.0","14637.0","12669.0","13235.0","13375.0","13448.0","",""
"Ｋ-07 上水道等の現況（年度末）_専用水道（自己水源のみ）_事業数","","11.0","12.0","11.0","11.0","11.0","11.0","12.0","11.0","10.0","10.0","8.0","7.0","6.0","6.0","6.0","6.0","6.0","10.0","10.0","11.0","11.0","15.0","11.0","10.0","",""
"Ｋ-07 上水道等の現況（年度末）_専用水道（自己水源のみ）_確認時給水人口","人","13153.0","13553.0","13028.0","13028.0","13028.0","13480.0","13590.0","13590.0","12790.0","12790.0","6070.0","5350.0","5240.0","5240.0","5240.0","5240.0","5240.0","6934.0","8076.0","8476.0","8476.0","9178.0","7358.0","4963.0","",""
"Ｋ-07 上水道等の現況（年度末）_専用水道（自己水源のみ）_現在給水人口","人","8632.0","8937.0","8887.0","8856.0","8893.0","8308.0","8498.0","8453.0","8384.0","8389.0","3434.0","3137.0","3025.0","3156.0","3068.0","3135.0","3128.0","2511.0","3571.0","2325.0","1857.0","1672.0","820.0","739.0","",""
"Ｋ-07 上水道等の現況（年度末）_普及率","％","92.3","92.7","93.2","93.4","93.5","93.6","93.9","94.2","94.4","94.7","95.2","95.4","95.4","95.7","95.9","96.1","96.2","96.2","96.5","96.5","96.7","97.0","97.0","97.0","",""
"Ｋ-07 上水道等の現況（年度末）_飲料水供給施設_事業数","","144.0","151.0","141.0","193.0","208.0","212.0","195.0","195.0","205.0","201.0","197.0","206.0","204.0","195.0","173.0","161.0","173.0","199.0","174.0","189.0","161.0","158.0","161.0","163.0","",""
"Ｋ-07 上水道等の現況（年度末）_飲料水供給施設_現在給水人口","人","9975.0","10225.0","10266.0","13948.0","15103.0","14242.0","13600.0","11631.0","12003.0","11970.0","11587.0","11383.0","11848.0","11354.0","10445.0","9469.0","10198.0","9966.0","8980.0","9842.0","8434.0","8688.0","8450.0","6582.0","",""
