"Ｆ-05 耕地の拡張・かい廃面積_  総数_      かい廃_人為かい廃","ha","226.0","","","","","739.0","455.0","362.0","293.0","353.0","373.0","480.0","633.0","526.0","383.0","431.0","444.0","356.0","112.0","69.0","66.0","200.0","400.0","562.0","425.0","214.0"
"Ｆ-05 耕地の拡張・かい廃面積_  総数_      かい廃_田畑転換","ha","27.0","","","","","-","-","-","-","－","－","－","－ ","－ ","－ ","－ ","－ ","32.0","0.0","54.0","41.0","127.0","65.0","17.0","17.0","17.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｆ-05 耕地の拡張・かい廃面積_　田_      拡張_計","ha","0.0","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　田_      拡張_開墾","ha","0.0","","","","","0.0","0.0","0.0","0.0","0.0","－","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　田_      拡張_干拓・埋立て","ha","-","","","","","-","-","-","-","－","－","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　田_      拡張_復旧","ha","0.0","","","","","-","-","-","-","0.0","－","0.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　田_      拡張_田畑転換","ha","0.0","","","","","0.0","0.0","-","-","0.0","0.0","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　田_      かい廃_計","ha","126.0","","","","","288.0","223.0","224.0","179.0","206.0","246.0","223.0","286.0","241.0","240.0","244.0","183.0","138.0","15.0","93.0","63.0","270.0","214.0","297.0","188.0","72.0"
"Ｆ-05 耕地の拡張・かい廃面積_　田_      かい廃_自然災害","ha","-","","","","","0.0","-","-","0.0","－","0.0","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","1.0","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　田_      かい廃_人為かい廃","ha","99.0","","","","","211.0","182.0","190.0","149.0","168.0","192.0","193.0","229.0","197.0","191.0","209.0","144.0","106.0","15.0","39.0","22.0","143.0","149.0","280.0","170.0","55.0"
"Ｆ-05 耕地の拡張・かい廃面積_　田_      かい廃_田畑転換","ha","27.0","","","","","77.0","41.0","34.0","30.0","38.0","54.0","30.0","57.0","44.0","49.0","35.0","39.0","32.0","0.0","54.0","41.0","127.0","65.0","17.0","17.0","17.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      拡張_計","ha","176.0","","","","","200.0","68.0","83.0","103.0","109.0","91.0","49.0","174.0","84.0","50.0","41.0","74.0","66.0","48.0","178.0","637.0","199.0","148.0","72.0","17.0","18.0"
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      拡張_開墾","ha","149.0","","","","","122.0","27.0","49.0","73.0","71.0","37.0","19.0","117.0","40.0","1.0","6.0","35.0","34.0","48.0","124.0","113.0","72.0","83.0","55.0","－ ","1.0"
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      拡張_干拓・埋立て","ha","-","","","","","-","-","-","-","－","－","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      拡張_復旧","ha","-","","","","","1.0","-","-","-","－","－","－","－ ","0.0","－ ","－ ","0.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      拡張_田畑転換","ha","27.0","","","","","77.0","41.0","34.0","30.0","38.0","54.0","30.0","57.0","44.0","49.0","35.0","39.0","32.0","0.0","54.0","41.0","127.0","65.0","17.0","17.0","17.0"
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      かい廃_計","ha","127.0","","","","","528.0","273.0","172.0","144.0","185.0","181.0","287.0","404.0","329.0","192.0","222.0","300.0","250.0","97.0","30.0","44.0","57.0","251.0","282.0","261.0","159.0"
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      かい廃_自然災害","ha","-","","","","","-","-","-","-","－","－","－","0.0","－ ","－ ","0.0","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","6.0","－ "
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      かい廃_人為かい廃","ha","127.0","","","","","528.0","273.0","172.0","144.0","185.0","181.0","287.0","404.0","329.0","192.0","222.0","300.0","250.0","97.0","30.0","44.0","57.0","251.0","282.0","255.0","159.0"
"Ｆ-05 耕地の拡張・かい廃面積_　畑_      かい廃_田畑転換","ha","0.0","","","","","-","-","-","0.0","－","0.0","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ "
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_    (普通品等10ｱ-ﾙ当り)_実収小作料_ 田","千円","","","","","","","15.0","15.0","14.0","14.0","14.0","13.0","13.0","13.0","12.0","12.0","12.0","11.0","11.0","11.0","11.0","11.0","10.0","10.0","9.6","9.0"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_    (普通品等10ｱ-ﾙ当り)_実収小作料_ 畑","千円","","","","","","","10.0","10.0","9.2","8.9","8.6","8.1","8.0","8.0","8.0","7.9","7.8","7.3","7.3","7.3","7.2","7.1","6.5","6.2","6.0","5.5"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_    (普通品等10ｱ-ﾙ当り)_農地価格_ 田","千円","","","","","","","1150.0","1150.0","1183.0","1175.0","1163.0","1133.0","1115.0","1103.0","1074.0","1073.0","1072.0","1028.0","1008.0","1004.0","1005.0","972.0","964.0","944.0","917.0","892.0"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_    (普通品等10ｱ-ﾙ当り)_農地価格_ 畑","千円","","","","","","","983.0","989.0","1015.0","1002.0","993.0","977.0","958.0","941.0","938.0","934.0","918.0","897.0","846.0","839.0","834.0","817.0","816.0","799.0","784.0","721.0"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格","","","","","","","","","","","","","","","","","","","","",""," ","","","","",""
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_ 使用目的変更(転用)田畑売買価格(3.3㎡当り)_住宅用_ 田","千円","","","","","","","294.0","288.0","418.0","408.0","418.0","412.0","193.0","170.0","236.0","234.0","234.0","233.0","231.0","231.0","－ ","－ ","－ ","－ ","－ ","…"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_ 使用目的変更(転用)田畑売買価格(3.3㎡当り)_住宅用_ 畑","千円","","","","","","","294.0","288.0","346.0","288.0","303.0","289.0","197.0","191.0","181.0","178.0","179.0","177.0","176.0","175.0","－ ","－ ","－ ","－ ","－ ","…"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_ 使用目的変更(転用)田畑売買価格(3.3㎡当り)_商業･工場用地用_ 田","千円","","","","","","","281.0","271.0","354.0","330.0","410.0","394.0","352.0","275.0","236.0","234.0","234.0","233.0","231.0","231.0","－ ","－ ","－ ","－ ","－ ","…"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_ 使用目的変更(転用)田畑売買価格(3.3㎡当り)_商業･工場用地用_ 畑","千円","","","","","","","271.0","267.0","320.0","300.0","328.0","314.0","310.0","228.0","181.0","178.0","179.0","177.0","176.0","175.0","－ ","－ ","－ ","－ ","－ ","…"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_ 使用目的変更(転用)田畑売買価格(3.3㎡当り)_国県道･鉄道用_ 田","千円","","","","","","","-","-","-","-","-","-","－","－","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","…"
"Ｆ-08 小作料，農地価格及び使用目的変更田畑売買価格_ 使用目的変更(転用)田畑売買価格(3.3㎡当り)_国県道･鉄道用_ 畑","千円","","","","","","","-","-","-","-","-","-","－","－","－","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","…"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｆ-10 農作物の年間作付延べ面積_総延べ面積","ha","43400.0","","","","","39900.0","39200.0","38800.0","38200.0","37800.0","37500.0","36800.0","36100.0","35300.0","34900.0","34300.0","33800.0","33500.0","33300.0","33300.0","33700.0","33800.0","33500.0","33000.0","32700.0","31900.0"
"Ｆ-10 農作物の年間作付延べ面積_耕地利用率","％","100.5","","","","","97.3","96.6","96.2","95.4","95.0","95.2","94.4","93.8","92.9","92.8","92.2","91.8","92.0","91.5","91.5","91.0","92.0","92.0","92.0","92.0","91.0"
"Ｆ-10 農作物の年間作付延べ面積_　稲","ha","11900.0","","","","","10100.0","9830.0","9650.0","9540.0","9590.0","9470.0","9240.0","9050.0","8710.0","8510.0","8250.0","8060.0","7900.0","7870.0","7890.0","8010.0","7970.0","7890.0","7730.0","7650.0","7590.0"
"Ｆ-10 農作物の年間作付延べ面積_　麦類","ha","11.0","","","","","6.0","170.0","163.0","154.0","149.0","9.0","10.0","10.0","8.0","8.0","8.0","9.0","10.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0"
"Ｆ-10 農作物の年間作付延べ面積_　甘藷","ha","209.0","","","","","178.0","429.0","379.0","351.0","287.0","146.0","145.0","144.0","140.0","136.0","136.0","138.0","117.0","99.0","96.0","98.0","99.0","99.0","100.0","90.0","77.0"
"Ｆ-10 農作物の年間作付延べ面積_　豆類","ha","522.0","","","","","458.0","5100.0","4810.0","4660.0","4480.0","257.0","203.0","194.0","197.0","182.0","155.0","146.0","130.0","118.0","116.0","110.0","86.0","92.0","93.0","87.0","45.0"
"Ｆ-10 農作物の年間作付延べ面積_　野菜","ha","･･･","","","","","5410.0","21400.0","21500.0","21400.0","21400.0","4300.0","4170.0","3950.0","3720.0","3590.0","3450.0","3380.0","3330.0","3260.0","3220.0","3310.0","3220.0","3010.0","2830.0","2790.0","2490.0"
"Ｆ-10 農作物の年間作付延べ面積_　果樹","ha","23100.0","","","","","21600.0","230.0","224.0","219.0","213.0","21300.0","21100.0","20900.0","20700.0","20600.0","20500.0","20400.0","20300.0","20200.0","20300.0","20500.0","20800.0","20800.0","20700.0","20600.0","20400.0"
"Ｆ-10 農作物の年間作付延べ面積_　工芸農作物","ha","274.0","","","","","232.0","430.0","418.0","378.0","297.0","206.0","187.0","181.0","171.0","171.0","174.0","172.0","158.0","160.0","168.0","171.0","180.0","186.0","187.0","182.0","180.0"
"Ｆ-10 農作物の年間作付延べ面積_　飼肥料作物","ha","532.0","","","","","460.0","7.0","7.0","7.0","2.0","267.0","214.0","177.0","171.0","162.0","176.0","213.0","204.0","227.0","201.0","219.0","186.0","155.0","147.0","148.0","119.0"
"Ｆ-10 農作物の年間作付延べ面積_　その他","ha","･･･","","","","","1350.0","1483.0","1536.0","1501.0","1440.0","1500.0","1500.0","1480.0","1470.0","1460.0","1380.0","1280.0","1350.0","1320.0","1300.0","1260.0","1250.0","1250.0","1143.0","1150.0","1040.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_      水稲_作付面積","ha","11900.0","11700.0","11100.0","10800.0","10500.0","10100.0","9830.0","9650.0","9540.0","9590.0","9470.0","9240.0","9050.0","8710.0","8510.0","8250.0","8060.0","7900.0","7870.0","7890.0","8010.0","7970.0","7890.0","7730.0","7650.0","7590.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_      水稲_ 収穫量","ﾄﾝ","54300.0","52200.0","49700.0","47700.0","46200.0","45200.0","44200.0","44800.0","41300.0","47700.0","45400.0","44700.0","42100.0","37800.0","41400.0","40800.0","39300.0","38600.0","37100.0","38400.0","39200.0","36600.0","37400.0","39000.0","37600.0","37300.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    きゅうり_作付面積","ha","145.0","145.0","144.0","138.0","133.0","124.0","124.0","119.0","116.0","107.0","107.0","105.0","103.0","102.0","96.0","96.0","94.0","89.0","87.0","92.0","91.0","88.0","86.0","84.0","83.0","72.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    きゅうり_ 収穫量","ﾄﾝ","7010.0","7640.0","7780.0","7710.0","7270.0","6890.0","7210.0","6790.0","6530.0","6210.0","6280.0","6220.0","6040.0","5800.0","5660.0","5730.0","5560.0","5370.0","4920.0","5270.0","5250.0","4850.0","5140.0","4980.0","4860.0","3870.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     トマト_作付面積","ha","131.0","128.0","110.0","128.0","138.0","150.0","141.0","138.0","131.0","127.0","119.0","122.0","120.0","139.0","136.0","130.0","120.0","115.0","119.0","119.0","112.0","113.0","112.0","114.0","117.0","109.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     トマト_ 収穫量","ﾄﾝ","6340.0","6570.0","5880.0","6830.0","8407.0","9900.0","9450.0","9540.0","8450.0","8140.0","7580.0","8000.0","7820.0","8800.0","8750.0","8800.0","7740.0","7370.0","6900.0","6420.0","6280.0","6870.0","7570.0","7290.0","6980.0","6330.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_      なす_作付面積","ha","153.0","144.0","133.0","104.0","101.0","98.0","87.0","82.0","81.0","78.0","82.0","80.0","78.0","73.0","71.0","68.0","69.0","68.0","69.0","70.0","70.0","69.0","70.0","66.0","64.0","56.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_      なす_ 収穫量","ﾄﾝ","6250.0","5970.0","5450.0","3920.0","4270.0","4420.0","3930.0","3790.0","3550.0","3360.0","3370.0","3410.0","3330.0","3340.0","3330.0","3180.0","3190.0","3270.0","3070.0","3130.0","3140.0","2890.0","3010.0","2790.0","2660.0","2060.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    ピ－マン_作付面積","ha","89.0","84.0","74.0","69.0","71.0","70.0","65.0","61.0","57.0","59.0","57.0","58.0","55.0","54.0","60.0","58.0","55.0","49.0","47.0","47.0","45.0","44.0","43.0","43.0","43.0","40.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    ピ－マン_ 収穫量","ﾄﾝ","3590.0","3450.0","3180.0","3050.0","3500.0","3470.0","3250.0","2940.0","2650.0","2880.0","2760.0","2840.0","2760.0","2530.0","3220.0","3120.0","2900.0","2660.0","2380.0","2350.0","2270.0","2040.0","2010.0","1890.0","1660.0","1610.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    かぼちゃ_作付面積","ha","108.0","107.0","89.0","76.0","50.0","48.0","42.0","36.0","31.0","30.0","33.0","33.0","32.0","27.0","25.0","25.0","26.0","26.0","25.0","27.0","28.0","28.0","35.0","28.0","30.0","24.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    かぼちゃ_ 収穫量","ﾄﾝ","3330.0","3300.0","2470.0","2360.0","1530.0","1480.0","1240.0","1020.0","831.0","806.0","739.0","735.0","720.0","566.0","492.0","488.0","506.0","512.0","426.0","450.0","509.0","440.0","592.0","496.0","504.0","306.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     いちご_作付面積","ha","113.0","103.0","97.0","95.0","89.0","81.0","76.0","74.0","72.0","70.0","71.0","67.0","66.0","67.0","65.0","68.0","67.0","64.0","61.0","61.0","－","－","－","－","…","…"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     いちご_ 収穫量","ﾄﾝ","2670.0","2560.0","2400.0","2350.0","2210.0","2010.0","1880.0","1820.0","1760.0","1740.0","1750.0","1680.0","1660.0","1660.0","1630.0","1700.0","1650.0","1710.0","1600.0","1640.0","　－","　－","　－","　－","…","…"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     すいか_作付面積","ha","278.0","286.0","268.0","266.0","238.0","228.0","220.0","217.0","206.0","200.0","211.0","227.0","217.0","176.0","165.0","144.0","144.0","124.0","121.0","114.0","107.0","100.0","98.0","95.0","96.0","92.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     すいか_ 収穫量","ﾄﾝ","10300.0","10700.0","10800.0","10300.0","8700.0","8470.0","8240.0","7980.0","6660.0","6720.0","6810.0","7220.0","6910.0","5420.0","4880.0","4440.0","4460.0","4180.0","3520.0","3080.0","2970.0","2490.0","2870.0","2800.0","2870.0","2110.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    キャベツ_作付面積","ha","667.0","687.0","655.0","631.0","509.0","492.0","546.0","517.0","479.0","448.0","442.0","441.0","404.0","372.0","370.0","369.0","362.0","362.0","346.0","322.0","296.0","297.0","279.0","253.0","243.0","235.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    キャベツ_ 収穫量","ﾄﾝ","22600.0","21800.0","23400.0","19400.0","18400.0","17400.0","19500.0","19800.0","18700.0","18200.0","17900.0","18000.0","17000.0","14100.0","15400.0","14900.0","14800.0","15200.0","14400.0","13200.0","12200.0","13040.0","10260.0","9930.0","8860.0","9650.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    はくさい_作付面積","ha","214.0","200.0","207.0","202.0","226.0","234.0","232.0","213.0","207.0","216.0","215.0","220.0","227.0","222.0","225.0","228.0","231.0","214.0","208.0","206.0","200.0","198.0","181.0","174.0","166.0","152.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    はくさい_ 収穫量","ﾄﾝ","10700.0","10500.0","10700.0","11200.0","13600.0","14400.0","14600.0","13900.0","13500.0","14800.0","15100.0","15800.0","16600.0","13700.0","17100.0","16100.0","17300.0","16000.0","14900.0","14400.0","14300.0","15383.0","13447.0","12594.0","8930.0","10767.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_   ほうれんそう_作付面積","ha","101.0","96.0","95.0","117.0","122.0","129.0","128.0","126.0","118.0","111.0","111.0","109.0","107.0","107.0","107.0","106.0","111.0","115.0","128.0","145.0","147.0","147.0","148.0","144.0","138.0","102.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_   ほうれんそう_ 収穫量","ﾄﾝ","1370.0","1370.0","1260.0","1750.0","1820.0","1860.0","1900.0","1820.0","1720.0","1670.0","1640.0","1620.0","1610.0","1560.0","1610.0","1580.0","1720.0","1760.0","1810.0","1880.0","2000.0","2070.0","2040.0","1970.0","1750.0","1320.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_      ねぎ_作付面積","ha","68.0","65.0","59.0","58.0","59.0","61.0","62.0","67.0","69.0","74.0","74.0","84.0","88.0","86.0","88.0","92.0","93.0","97.0","98.0","102.0","101.0","102.0","98.0","95.0","90.0","81.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_      ねぎ_ 収穫量","ﾄﾝ","1500.0","1390.0","1200.0","1180.0","1250.0","1260.0","1270.0","1450.0","1440.0","1440.0","1450.0","1680.0","1710.0","1570.0","1720.0","1770.0","1770.0","1960.0","1810.0","1750.0","1740.0","1760.0","1710.0","1840.0","1430.0","1260.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    たまねぎ_作付面積","ha","1150.0","1060.0","1000.0","907.0","825.0","746.0","667.0","617.0","554.0","522.0","454.0","404.0","377.0","356.0","317.0","277.0","265.0","250.0","200.0","175.0","167.0","161.0","154.0","147.0","142.0","124.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    たまねぎ_ 収穫量","ﾄﾝ","53600.0","42300.0","43900.0","36000.0","36100.0","31600.0","28800.0","27300.0","25200.0","19900.0","17100.0","15800.0","15600.0","12900.0","11300.0","10700.0","10100.0","10800.0","8320.0","7800.0","7790.0","7170.0","7120.0","6220.0","5820.0","5610.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     レタス_作付面積","ha","498.0","479.0","415.0","392.0","340.0","289.0","288.0","249.0","224.0","212.0","216.0","200.0","183.0","146.0","116.0","101.0","103.0","104.0","99.0","97.0","93.0","78.0","75.0","62.0","53.0","45.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_     レタス_ 収穫量","ﾄﾝ","9000.0","9020.0","8630.0","8370.0","7380.0","6240.0","6050.0","5390.0","4890.0","4770.0","4520.0","4300.0","3860.0","2760.0","2470.0","2070.0","2380.0","2040.0","1730.0","1690.0","1600.0","1400.0","1330.0","1080.0","906.0","791.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    だいこん_作付面積","ha","470.0","439.0","416.0","391.0","380.0","375.0","365.0","346.0","327.0","315.0","314.0","298.0","270.0","231.0","238.0","220.0","213.0","210.0","209.0","202.0","205.0","177.0","172.0","154.0","148.0","135.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    だいこん_ 収穫量","ﾄﾝ","23800.0","23900.0","21800.0","21600.0","20300.0","21000.0","20400.0","18800.0","18100.0","17300.0","17800.0","17200.0","16600.0","12400.0","14800.0","13700.0","13700.0","13800.0","13700.0","12800.0","12900.0","12800.0","12000.0","10500.0","10300.0","9710.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    にんじん_作付面積","ha","144.0","139.0","123.0","121.0","120.0","116.0","115.0","112.0","112.0","112.0","112.0","107.0","104.0","100.0","102.0","100.0","101.0","97.0","94.0","88.0","86.0","69.0","61.0","61.0","60.0","53.0"
"Ｆ-11 農作物の年間作付延べ面積及び生産量_Ａ．水稲，野菜_    にんじん_ 収穫量","ﾄﾝ","5060.0","4980.0","4790.0","4230.0","4690.0","4700.0","4410.0","4490.0","4340.0","4320.0","4320.0","3900.0","4020.0","3680.0","3840.0","3830.0","3780.0","3410.0","3180.0","2870.0","3220.0","2510.0","2280.0","2270.0","2240.0","2120.0"
